oid,x,y,AREA,PERIMETER,ESRI_NUM,ESRI_ID,AREA1,PERIMETER1,CNTYPT_,CNTYPT_ID,GEOGLOBE_P,PINYIN,CLASS,ID,PN,ADCODE93
532,116.86052,37.191311,0,0,0,0,0,0,0,0,临邑县,Linyi Xian,AI,0,0,0
533,119.938,37.17543,0,0,0,0,0,0,0,0,莱州市,Laizhou Shi,AH,0,0,0
534,117.81664,37.175308,0,0,0,0,0,0,0,0,高青县,Gaoqing Xian,AI,0,0,0
535,122.40815,37.164955,0,0,0,0,0,0,0,0,荣城市,Rongcheng Shi,AH,0,0,0
536,116.42907,37.157734,0,0,0,0,0,0,0,0,平原县,Pingyuan Xian,AI,0,0,0
537,104.06149,37.155224,0,0,0,0,0,0,0,0,景泰县,Jingtai Xian,AI,0,0,0
538,111.78277,37.143234,0,0,0,0,0,0,0,0,孝义县,Xiaoyi Xian,AI,0,0,0
539,109.66875,37.137657,0,0,0,0,0,0,0,0,子长县,Zichang Xian,AI,0,0,0
540,118.1277,37.135395,0,0,0,0,0,0,0,0,博兴县,Boxing Xian,AI,0,0,0
541,114.68074,37.126076,0,0,0,0,0,0,0,0,任县,Ren Xian,AI,0,0,0
542,79.928093,37.105923,0,0,0,0,0,0,0,4,和田县,Hotan Xian,AI,0,0,0
543,110.1257,37.096619,0,0,0,0,0,0,0,8,清涧县,Qingjian Xian,AI,0,0,0
544,113.36811,37.07428,0,0,0,0,0,0,0,0,左权县,Zuoquan Xian,AI,0,0,0
545,112.96366,37.070942,0,0,0,0,0,0,0,0,榆社县,Yushe Xian,AI,0,0,0
546,115.6563,37.070076,0,0,0,0,0,0,0,0,清河县,Qinghe Xian,AI,9,0,0
547,115.14606,37.0681,0,0,0,0,0,0,0,0,广宗县,Guangzong Xian,AI,0,0,0
548,115.0224,37.06797,0,0,0,0,0,0,0,0,平乡县,Pingxiang Xian,AI,0,0,0
549,114.49426,37.066357,0,0,0,0,0,0,0,0,邢台县,Xingtai Xian,AI,0,0,0
550,80.185898,37.066029,0,0,0,0,0,0,0,0,洛浦县,Lop Xian,AI,0,0,0
551,82.689606,37.061184,0,0,0,0,0,0,0,0,民丰县,Minfeng(Niya) Xian,AI,5,0,0
552,118.40031,37.049801,0,0,0,0,0,0,0,0,广饶县,Guangrao Xian,AI,0,0,0
553,111.91216,37.026474,0,0,0,0,0,0,0,0,介休县,Jiexiu Xian,AI,0,0,0
554,80.802406,37.000599,0,0,0,0,0,0,0,0,策勒县,Qira Xian,AI,0,0,0
555,114.68731,36.999573,0,0,0,0,0,0,0,0,南和县,Nanhe Xian,AI,0,0,0
556,110.82667,36.995705,0,0,0,0,0,0,0,0,石楼县,Shilou Xian,AI,0,0,0
557,105.90628,36.982105,0,0,0,0,0,0,0,0,同心县,Tongxin Xian,AI,1,0,0
558,103.12082,36.980793,0,0,0,0,0,0,0,0,天祝藏族自治县,Tianzhu Zangzu Zizhixian,AI,0,0,0
559,115.25926,36.974178,0,0,0,0,0,0,0,0,威县,Wei Xian,AI,0,0,0
560,117.21142,36.972935,0,0,0,0,0,0,0,0,济阳县,Jiyang Xian,AI,0,0,0
561,120.70584,36.971165,0,0,1,1,0,0,0,0,莱阳市,Laiyang Shi,AH,0,0,0
562,111.19975,36.959717,0,0,2,2,0,0,0,0,交口县,Jiaokou Xian,AI,0,0,0
563,118.10982,36.953293,0,0,3,3,0,0,0,0,桓台县,Huantai Xian,AI,0,0,0
564,116.00289,36.950279,0,0,4,4,0,0,0,0,夏津县,Xiajin Xian,AI,0,0,0
565,116.65239,36.945358,0,0,5,5,0,0,0,0,禹城县,Yucheng Xian,AI,0,0,0
566,98.477905,36.930157,0,0,6,6,0,0,0,0,乌兰县,Ulan Xian,AI,1,0,0
567,108.17708,36.927856,0,0,7,7,0,0,0,0,吴旗县,Wuqi Xian,AI,0,0,0
568,114.8745,36.924026,0,0,8,8,0,0,0,0,鸡泽县,Jize Xian,AI,0,0,0
569,101.66661,36.921352,0,0,9,9,0,0,0,0,大通回族土族自治县,Datong Huizu Tuzu Zizhixian,AI,0,0,0
570,121.51398,36.907784,0,0,0,0,0,0,0,0,乳山县,Rushan Xian,AI,0,0,0
571,100.98606,36.899391,0,0,0,0,0,0,0,0,海晏县,Haiyan Xian,AI,0,0,0
572,117.72652,36.885693,0,0,0,0,0,0,0,0,邹平县,Zouping Xian,AI,0,0,0
573,118.73851,36.879799,0,0,0,0,0,0,0,0,寿光县,Shouguang Xian,AI,0,0,0
574,110.18204,36.879646,0,0,0,0,0,0,0,0,延川县,Yanchuan Xian,AI,0,0,0
575,109.32443,36.86853,0,0,0,0,0,0,0,0,安塞县,Ansai Xian,AI,4,0,0
576,116.231,36.861622,0,0,0,0,0,0,0,0,高唐县,Gaotang Xian,AI,0,0,0
577,115.49031,36.858692,0,0,0,0,0,0,0,0,临西县,Linxi Xian,AI,0,0,0
578,114.48775,36.858078,0,0,0,0,0,0,0,0,沙河市,Shahe Shi,AH,0,0,0
579,120.50645,36.856449,0,0,0,0,0,0,0,0,莱西市,Laixi Shi,AI,0,0,0
580,119.39998,36.855667,0,0,0,0,0,0,0,8,昌邑县,Changyi Xian,AI,0,0,0
581,81.666885,36.848957,0,0,0,0,0,0,0,0,于田县,Yutian(Keriya) Xian,AI,0,0,0
582,115.70152,36.846214,0,0,0,0,0,0,0,0,临清市,Linqing Shi,AH,0,0,0
583,111.77621,36.842152,0,0,0,0,0,0,0,0,灵石县,Lingshi Xian,AI,0,0,0
584,112.86326,36.8368,0,0,0,0,0,0,0,0,武乡县,Wuxiang Xian,AI,0,0,0
585,101.95054,36.835018,0,0,0,0,0,0,0,0,互助土族自治县,Huzhu Tuzu Zizhixian,AI,0,0,0
586,108.76804,36.823208,0,0,0,0,0,0,0,2,志丹县,Zhidan Xian,AI,0,0,0
587,115.16535,36.819218,0,0,0,0,0,0,0,0,丘县,Qiu Xian,AI,0,0,0
588,116.75139,36.79348,0,0,0,0,0,0,0,0,齐河县,Qihe Xian,AI,0,0,0
589,114.48263,36.790363,0,0,0,0,0,0,0,0,永年县,Yongnian Xian,AI,0,0,0
590,119.94828,36.788235,0,0,0,0,0,0,0,0,平度市,Pingdu Shi,AH,0,0,0
591,114.94965,36.779305,0,0,0,0,0,0,0,0,曲周县,Quzhou Xian,AI,0,0,0
592,121.15793,36.772659,0,0,0,0,0,0,0,0,海阳县,Haiyang Xian,AI,0,0,0
593,110.63348,36.761459,0,0,0,0,0,0,0,0,永和县,Yonghe Xian,AI,0,0,0
594,112.69898,36.757431,0,0,0,0,0,0,0,0,沁县,Qin Xian,AI,0,0,0
595,103.25861,36.736996,0,0,0,0,0,0,0,0,永登县,Yongdeng Xian,AI,0,0,0
596,117.52358,36.713188,0,0,0,0,0,0,0,0,章丘县,Zhangqiu Xian,AI,0,0,0
597,118.83671,36.703575,0,0,0,0,0,0,0,0,昌乐县,Changle Xian,AI,0,0,0
598,114.19186,36.697582,0,0,0,0,0,0,0,0,武安市,Wu'an Shi,AH,0,0,0
599,101.26856,36.688725,0,0,0,0,0,0,0,0,湟源县,Huangyuan Xian,AI,0,0,0
600,118.47827,36.687916,0,0,0,0,0,0,0,0,青州市,Qingzhou Shi,AH,0,0,0
601,110.93065,36.687626,0,0,0,0,0,0,0,0,隰县,Xi Xian,AI,0,0,0
602,111.56273,36.650539,0,0,0,0,0,0,0,0,汾西县,Fenxi Xian,AI,0,0,0
603,114.53043,36.588005,0,0,0,0,0,0,0,0,邯郸县,Handan Xian,AI,0,0,0
604,116.25023,36.586617,0,0,0,0,0,0,0,0,茌平县,Chiping Xian,AI,0,0,0
605,110.00874,36.583702,0,0,0,0,0,0,0,0,延长县,Yanchang Xian,AI,0,0,0
606,107.30432,36.57341,0,0,0,0,0,0,0,0,环县,Huan Xian,AI,0,0,0
607,104.68429,36.565273,0,0,0,0,0,0,0,2,靖远县,Jingyuan Xian,AI,0,0,0
608,113.67039,36.56414,0,0,0,0,0,0,0,0,涉县,She Xian,AI,0,0,0
609,111.72808,36.563824,0,0,0,0,0,0,0,0,霍州市,Huozhou Shi,AH,0,0,0
610,105.64232,36.560551,0,0,0,0,0,0,0,0,海原县,Haiyuan Xian,AI,0,0,0
611,116.72324,36.55283,0,0,0,0,0,0,0,0,长清县,Changqing Xian,AI,0,0,0
612,114.8031,36.552029,0,0,0,0,0,0,0,0,肥乡县,Feixiang Xian,AI,0,0,0
613,113.04076,36.534588,0,0,0,0,0,0,0,0,襄垣县,Xiangyuan Xian,AI,0,0,0
614,115.29815,36.534302,0,0,0,0,0,0,0,0,馆陶县,Guantao Xian,AI,6,0,0
615,118.54277,36.511246,0,0,0,0,0,0,0,0,临朐县,Linqu Xian,AI,0,0,0
616,113.38003,36.504337,0,0,0,0,0,0,0,0,黎城县,Licheng Xian,AI,0,0,0
617,101.56419,36.499611,0,0,0,0,0,0,0,0,湟中县,Huangzhong Xian,AI,0,0,0
618,112.32956,36.497116,0,0,0,0,0,0,0,0,沁源县,Qinyuan Xian,AI,0,0,0
619,102.10476,36.497112,0,0,0,0,0,0,0,0,平安县,Ping'an Xian,AI,0,0,9
620,102.39441,36.487244,0,0,0,0,0,0,0,0,乐都县,Ledu Xian,AI,0,0,0
621,114.93684,36.480518,0,0,0,0,0,0,0,0,广平县,Guangping Xian,AI,0,0,0
622,115.43623,36.473129,0,0,0,0,0,0,0,0,冠县,Guan Xian,AI,0,0,0
623,110.74281,36.469944,0,0,0,0,0,0,0,0,大宁县,Daning Xian,AI,0,0,0
624,107.98985,36.455559,0,0,0,0,0,0,0,0,华池县,Huachi Xian,AI,0,0,0
625,114.69406,36.441349,0,0,0,0,0,0,0,0,成安县,Cheng'an Xian,AI,0,0,0
626,119.19739,36.429054,0,0,0,0,0,0,0,0,安丘县,Anqiu Xian,AI,0,0,0
627,94.893936,36.426014,0,0,0,0,0,0,0,0,格尔木市,Golmud Shi,AH,0,0,0
628,111.0968,36.415764,0,0,0,0,0,0,0,0,蒲县,Pu Xian,AI,0,0,0
629,119.75256,36.385406,0,0,0,0,0,0,0,0,高密县,Gaomi Xian,AI,0,0,0
630,120.45041,36.382107,0,0,0,0,0,0,0,0,即墨市,Jimo Shi,AH,0,0,0
631,114.37424,36.359043,0,0,0,0,0,0,0,0,磁县,Ci Xian,AI,0,0,0
632,114.92826,36.357582,0,0,0,0,0,0,0,0,魏县,Wei Xian,AI,0,0,0
633,114.60708,36.341301,0,0,0,0,0,0,0,0,临漳县,Linzhang Xian,AI,0,0,0
634,113.22115,36.335094,0,0,0,0,0,0,0,0,潞城县,Lucheng Xian,AI,0,0,0
635,102.8064,36.330341,0,0,0,0,0,0,0,0,民和回族土族自治县,Minhe Huizu Tuzu Zizhixian,AI,0,0,0
636,116.23943,36.329586,0,0,0,0,0,0,0,0,东阿县,Dong'e Xian,AI,0,0,0
637,103.94651,36.32497,0,0,0,0,0,0,0,0,皋兰县,Gaolan Xian,AI,0,0,0
638,112.88245,36.321949,0,0,0,0,0,0,1,0,屯留县,Tunliu Xian,AI,0,0,0
639,98.093857,36.306084,0,0,0,0,0,0,2,0,都兰县,Dulan Xian,AI,7,0,0
640,120.0073,36.300026,0,0,0,0,0,0,3,0,胶州市,Jiaozhou Shi,AH,0,0,0
641,116.44867,36.286934,0,0,0,0,0,0,4,0,平阴县,Pingyin Xian,AI,0,0,0
642,111.91692,36.282902,0,0,0,0,0,0,5,0,古县,Gu Xian,AI,0,0,0
643,100.61626,36.28009,0,0,0,0,0,0,6,0,共和县,Gonghe Xian,AI,0,0,0
644,109.34457,36.278625,0,0,0,0,0,0,7,0,甘泉县,Ganquan Xian,AI,0,0,0
645,115.14652,36.275528,0,0,0,0,0,0,8,0,大名县,Daming Xian,AI,0,0,0
646,111.68291,36.259399,0,0,0,0,0,0,9,0,洪洞县,Hongtong Xian,AI,0,0,0
647,115.6663,36.237743,0,0,0,0,0,0,0,0,莘县,Shen Xian,AI,0,0,0
648,117.66173,36.205116,0,0,0,0,0,0,0,0,莱芜市,Laiwu Shi,AH,0,0,0
649,113.43078,36.200932,0,0,0,0,0,0,0,0,平顺县,Pingshun Xian,AI,0,0,0
650,116.76697,36.189663,0,0,0,0,0,0,0,0,肥城县,Feicheng Xian,AI,0,0,0
651,118.16246,36.185055,0,0,0,0,0,0,0,0,沂源县,Yiyuan Xian,AI,0,0,0
652,112.2403,36.144066,0,0,0,0,0,0,0,0,安泽县,Anze Xian,AI,8,0,0
653,112.87379,36.119934,0,0,0,0,0,0,0,0,长子县,Zhangzi Xian,AI,9,0,0
654,115.7755,36.115799,0,0,0,0,0,0,0,0,阳谷县,Yanggu Xian,AI,0,0,0
655,113.19962,36.113499,0,0,0,0,0,0,0,0,壶关县,Huguan Xian,AI,0,0,0
656,114.3455,36.098343,0,0,0,0,0,0,0,0,安阳县,Anyang Xian,AI,0,0,0
657,110.67517,36.095631,0,0,0,0,0,0,0,0,吉县,Ji Xian,AI,0,0,0
658,102.26915,36.093975,0,0,0,0,0,0,0,0,化隆回族自治县,Hualong Huizu Zizhixian,AI,0,0,0
659,115.19762,36.077473,0,0,0,0,0,0,0,0,南乐县,Nanle Xian,AI,0,0,0
660,113.81281,36.068802,0,0,0,0,0,0,0,0,林县,Lin Xian,AI,0,0,0
661,101.4482,36.053295,0,0,0,0,0,0,0,0,贵德县,Guide Xian,AI,0,0,0
662,113.04483,36.045422,0,0,0,0,0,0,0,0,长治县,Changzhi Xian,AI,0,0,0
663,110.16488,36.045174,0,0,0,0,0,0,0,0,宜川县,Yichuan Xian,AI,0,0,0
664,106.2781,36.014095,0,0,0,0,0,0,0,0,固原县,Guyuan Xian,AI,0,0,0
665,107.87602,36.005165,0,0,0,0,0,0,0,0,庆阳县,Qingyang Xian,AI,0,0,0
666,115.85392,35.996849,0,0,0,0,0,0,0,0,台前县,Taiqian Xian,AI,0,0,0
667,109.36716,35.995628,0,0,0,0,0,0,0,0,富县,Fu Xian,AI,0,0,0
668,119.40398,35.993355,0,0,0,0,0,0,0,0,诸城市,Zhucheng Shi,AH,0,0,0
669,110.83298,35.973175,0,0,0,0,0,0,0,0,乡宁县,Xiangning Xian,AI,0,0,0
670,105.7244,35.97123,0,0,0,0,0,0,0,0,西吉县,Xiji Xian,AI,0,0,0
671,111.84244,35.967442,0,0,0,0,0,0,0,0,浮山县,Fushan Xian,AI,0,0,0
672,114.89738,35.953903,0,0,0,0,0,0,0,0,内黄县,Neihuang Xian,AI,0,0,0
673,103.34034,35.947586,0,0,0,0,0,0,0,9,永靖县,Yongjing Xian,AI,0,0,0
674,102.03659,35.936253,0,0,0,0,0,0,0,0,尖扎县,Jianzha Xian,AI,0,0,0
675,114.35269,35.925518,0,0,0,0,0,0,0,0,汤阴县,Tangyin Xian,AI,0,0,0
676,115.4877,35.911049,0,0,0,0,0,0,0,0,范县,Fan Xian,AI,0,0,0
677,116.29917,35.910343,0,0,0,0,0,0,0,0,东平县,Dongping Xian,AI,0,0,0
678,117.75588,35.90966,0,0,0,0,0,0,0,0,新泰市,Xintai Shi,AH,4,0,0
679,115.11004,35.908768,0,0,0,0,0,0,0,0,清丰县,Qingfeng Xian,AI,0,0,0
680,119.97691,35.876053,0,0,0,0,0,0,0,0,胶南市,Jiaonan Shi,AH,0,0,0
681,111.43651,35.867706,0,0,0,0,0,0,0,0,襄汾县,Xiangfen Xian,AI,0,0,0
682,104.10787,35.846821,0,0,0,0,0,0,0,0,榆中县,Yuzhong Xian,AI,0,0,0
683,102.48079,35.846066,0,0,0,0,0,0,0,0,循化撒拉族自治县,Xunhua Salazu Zizhixian,AI,0,0,0
684,106.64259,35.843468,0,0,0,0,0,0,0,0,彭阳县,Pengyang Xian,AI,0,0,0
685,108.01901,35.817829,0,0,0,0,0,0,0,0,合水县,Heshui Xian,AI,0,0,0
686,116.08621,35.802727,0,0,0,0,0,0,0,0,梁山县,Liangshan Xian,AI,0,0,0
687,112.91959,35.792057,0,0,0,0,0,0,0,0,高平县,Gaoping Xian,AI,1,0,0
688,118.62395,35.791027,0,0,0,0,0,0,0,0,沂水县,Yishui Xian,AI,0,0,0
689,113.27701,35.778126,0,0,0,0,0,0,0,0,陵川县,Lingchuan Xian,AI,0,0,0
690,116.79002,35.764397,0,0,0,0,0,0,0,0,宁阳县,Ningyang Xian,AI,0,0,0
691,109.42742,35.761604,0,0,0,0,0,0,0,0,洛川县,Luochuan Xian,AI,8,0,0
692,119.20094,35.748051,0,0,0,0,0,0,0,0,五莲县,Wulian Xian,AI,0,0,0
693,111.70844,35.738762,0,0,0,0,0,0,0,0,翼城县,Yicheng Xian,AI,0,0,0
694,116.48556,35.729855,0,0,0,0,0,0,0,0,汶上县,Wenshang Xian,AI,0,0,0
695,102.87244,35.719296,0,0,0,0,0,0,0,0,积石山保安族东乡族撒拉族自治县,Jishishan  Bao'anzu Dongxiangzu Salazu Zizhixian,AI,0,0,0
696,117.92838,35.713753,0,0,0,0,0,0,0,0,蒙阴县,Mengyin Xian,AI,0,0,0
697,115.01371,35.705147,0,0,0,0,0,0,0,0,濮阳县,Puyang Xian,AI,0,0,0
698,105.05614,35.694199,0,0,0,0,0,0,0,0,会宁县,Huining Xian,AI,0,0,0
699,112.17013,35.690399,0,0,0,0,0,0,0,0,沁水县,Qinshui Xian,AI,0,0,0
700,107.19681,35.683887,0,0,0,0,0,0,0,0,镇原县,Zhenyuan Xian,AI,0,0,0
701,114.54432,35.668385,0,0,0,0,0,0,0,0,浚县,Xun Xian,AI,0,0,0
702,103.38943,35.66407,0,0,0,0,0,0,0,0,东乡族自治县,Dongxiangzu Zizhixian,AI,0,0,0
703,117.27132,35.660744,0,0,0,0,0,0,0,0,泗水县,Sishui Xian,AI,0,0,0
704,111.47002,35.641285,0,0,0,0,0,0,0,0,曲沃县,Quwo Xian,AI,0,0,0
705,106.12224,35.617092,0,0,0,0,0,0,0,4,隆德县,Longde Xian,AI,0,0,0
706,111.21615,35.616409,0,0,0,0,0,0,0,0,新绛县,Xinjiang Xian,AI,0,0,0
707,111.33807,35.608864,0,0,0,0,0,0,0,0,侯马市,Houma Shi,AH,0,0,0
708,114.19437,35.606449,0,0,0,0,0,0,0,0,淇县,Qi Xian,AI,0,0,0
709,115.93501,35.605061,0,0,0,0,0,0,0,0,郓城县,Yuncheng Xian,AI,0,0,0
710,110.97883,35.602161,0,0,0,0,0,0,0,0,稷山县,Jishan Xian,AI,0,0,0
711,116.98723,35.598602,0,0,0,0,0,0,0,0,曲阜市,Qufu Shi,AH,0,0,0
712,109.83678,35.591377,0,0,0,0,0,0,0,0,黄龙县,Huanglong Xian,AI,0,0,0
713,99.990868,35.589657,0,0,0,0,0,0,0,0,兴海县,Xinghai Xian,AI,6,0,0
714,109.26382,35.589474,0,0,0,0,0,0,0,0,黄陵县,Huangling Xian,AI,0,0,0
715,110.69781,35.587402,0,0,0,0,0,0,0,0,河津县,Hejin Xian,AI,0,0,0
716,100.74362,35.584301,0,0,0,0,0,0,0,0,贵南县,Guinan Xian,AI,0,0,0
717,118.83442,35.581886,0,0,0,0,0,0,0,0,莒县,Ju Xian,AI,0,0,0
718,114.5108,35.581505,0,0,0,0,0,0,0,0,滑县,Hua Xian,AI,0,0,0
719,104.62031,35.575092,0,0,0,0,0,0,0,0,定西县,Dingxi Xian,AI,0,0,0
720,115.50055,35.573517,0,0,0,0,0,0,0,0,鄄城县,Juancheng Xian,AI,0,0,0
721,116.8237,35.556698,0,0,0,0,0,0,0,0,兖州县,Yanzhou Xian,AI,0,0,0
722,118.46138,35.55386,0,0,0,0,0,0,0,0,沂南县,Yinan Xian,AI,0,0,0
723,105.72882,35.524097,0,0,0,0,0,0,0,0,静宁县,jingning Xian,AI,0,0,0
724,102.00889,35.511459,0,0,0,0,0,0,0,0,同仁县,Tongren Xian,AI,0,0,0
725,117.62941,35.505894,0,0,0,0,0,0,0,0,平邑县,Pingyi Xian,AI,0,0,0
726,107.93047,35.501427,0,0,0,0,0,0,0,0,宁县,Ning Xian,AI,0,0,0
727,102.98101,35.496674,0,0,0,0,0,0,0,0,临夏县,Linxia Xian,AI,0,0,0
728,108.37039,35.494724,0,0,0,0,0,0,0,0,正宁县,Zhengning Xian,AI,0,0,0
729,106.34081,35.494087,0,0,0,0,0,0,0,0,泾源县,Jingyuan Xian,AI,0,0,0
730,112.418,35.490593,0,0,0,0,0,0,0,0,阳城县,Yangcheng Xian,AI,0,0,0
731,111.56133,35.489243,0,0,0,0,0,0,0,0,绛县,Jiang Xian,AI,0,0,0
732,103.56407,35.478271,0,0,0,0,0,0,0,0,广河县,Guanghe Xian,AI,0,0,0
733,110.43764,35.465939,0,0,0,0,0,0,0,0,韩城市,Hancheng Shi,AH,0,0,0
734,113.79414,35.458675,0,0,0,0,0,0,0,0,辉县市,Huixian Shi,AH,0,0,0
735,103.34565,35.430473,0,0,0,0,0,0,0,0,和政县,Hezheng Xian,AI,0,0,0
736,110.83169,35.415573,0,0,0,0,0,0,0,0,万荣县,Wanrong Xian,AI,0,0,0
737,114.07027,35.410385,0,0,0,0,0,0,0,4,卫辉市,Weihui Shi,AH,0,0,0
738,116.96844,35.40382,0,0,0,0,0,0,0,0,邹县,Zou Xian,AI,0,0,0
739,116.34298,35.400688,0,0,0,0,0,0,0,0,嘉祥县,Jiaxiang Xian,AI,0,0,0
740,109.11311,35.397278,0,0,0,0,0,0,0,0,宜君县,Yijun Xian,AI,0,0,0
741,116.08871,35.39621,0,0,0,0,0,0,0,0,巨野县,Juye Xian,AI,0,0,0
742,103.85794,35.379147,0,0,0,0,0,0,0,0,临洮县,Lintao Xian,AI,0,0,0
743,103.70357,35.371662,0,0,0,0,0,0,0,0,康乐县,Kangle Xian,AI,0,0,0
744,111.21721,35.357723,0,0,0,0,0,0,0,0,闻喜县,Wenxi Xian,AI,0,0,0
745,107.36339,35.328808,0,0,0,0,0,0,0,0,泾川县,Jingchuan Xian,AI,0,0,0
746,113.86825,35.30994,0,0,0,0,0,0,0,0,新乡县,Xinxiang Xian,AI,0,0,0
747,107.04573,35.305904,0,0,0,0,0,0,0,0,崇信县,Chongxin Xian,AI,0,0,0
748,111.67043,35.300838,0,0,0,0,0,0,0,0,垣曲县,Yuanqu Xian,AI,0,0,0
749,115.08884,35.298492,0,0,0,0,0,0,0,0,东明县,Dongming Xian,AI,0,0,0
750,113.66022,35.268127,0,0,0,0,0,0,0,0,获嘉县,Huojia Xian,AI,0,0,0
751,117.96462,35.265209,0,0,0,0,0,0,0,0,费县,Fei Xian,AI,0,0,0
752,100.57506,35.254711,0,0,0,0,0,0,0,0,同德县,Tongde Xian,AI,0,0,0
753,110.15102,35.242584,0,0,0,0,0,0,0,0,合阳县,Heyang Xian,AI,0,0,0
754,113.43484,35.231197,0,0,0,0,0,0,0,0,修武县,Xiuwu Xian,AI,0,0,0
755,106.65195,35.218842,0,0,0,0,0,0,0,0,华亭县,Huating Xian,AI,2,0,0
756,105.24949,35.213928,0,0,0,0,0,0,0,0,通渭县,Tongwei Xian,AI,0,0,0
757,107.78932,35.205441,0,0,0,0,0,0,0,0,长武县,Changwu Xian,AI,0,0,0
758,102.50566,35.204971,0,0,0,0,0,0,0,0,夏河县,Xiahe xian,AI,0,0,0
759,106.04574,35.200787,0,0,0,0,0,0,0,0,庄浪县,Zhuanglang Xian,AI,5,0,0
760,114.68272,35.19836,0,0,0,0,0,0,0,0,长垣县,Changyuan Xian,AI,0,0,0
761,109.93044,35.190914,0,0,0,0,0,0,0,0,澄城县,Chengcheng Xian,AI,0,0,0
762,118.82428,35.182281,0,0,0,0,0,0,0,0,莒南县,Junan Xian,AI,0,0,0
763,109.58706,35.181622,0,0,0,0,0,0,0,0,白水县,Baishui Xian,AI,0,0,0
764,113.06248,35.165844,0,0,0,0,0,0,0,0,博爱县,Bo'ai Xian,AI,0,0,0
765,110.77404,35.147945,0,0,0,0,0,0,0,0,临猗县,Linyi Xian,AI,0,0,0
766,114.19469,35.142761,0,0,0,0,0,0,0,0,延津县,Yanjin Xian,AI,0,0,0
767,104.21017,35.139488,0,0,0,0,0,0,0,0,渭源县,Weiyuan Xian,AI,0,0,0
768,111.22005,35.137451,0,0,0,0,0,0,0,0,夏县,Xia Xian,AI,0,0,0
769,108.33258,35.122498,0,0,0,0,0,0,0,0,旬邑县,Xunyi Xian,AI,0,0,0
770,113.39246,35.098892,0,0,0,0,0,0,0,0,武陟县,Wuzhi Xian,AI,0,0,0
771,112.58267,35.092438,0,0,0,0,0,0,0,0,济源市,Jiyuan Shi,AH,0,0,0
772,112.93699,35.089302,0,0,0,0,0,0,0,0,沁阳市,Qinyang Shi,AH,0,0,0
773,117.15816,35.08609,0,0,0,0,0,0,0,0,滕州市,Tengzhou Shi,AH,0,0,1
774,115.56662,35.073986,0,0,0,0,0,0,0,0,定陶县,Dingtao Xian,AI,0,0,0
775,107.6163,35.071903,0,0,0,0,0,0,0,0,灵台县,Lingtai Xian,AI,0,0,0
776,116.30453,35.068165,0,0,0,0,0,0,0,8,金乡县,Jinxiang Xian,AI,0,0,0
777,113.96297,35.051949,0,0,0,0,0,0,0,0,原阳县,Yuanyang Xian,AI,0,0,0
778,114.40883,35.039677,0,0,0,0,0,0,0,0,封丘县,Fengqiu Xian,AI,0,0,0
779,108.07799,35.039658,0,0,0,0,0,0,0,0,彬县,Bin Xian,AI,0,0,0
780,101.47086,35.03656,0,0,0,0,0,0,0,0,泽库县,Zeekog Xian,AI,0,0,0
781,104.6356,35.007137,0,0,0,0,0,0,0,0,陇西县,Longxi Xian,AI,0,0,0
782,116.6497,34.998501,0,0,0,0,0,0,0,0,鱼台县,Yutai Xian,AI,0,0,0
783,106.21236,34.995049,0,0,0,0,0,0,0,0,张家川回族自治县,Zhangjiachuan Huizu Zizhixian,AI,0,0,0
784,115.87518,34.962231,0,0,0,0,0,0,0,0,成武县,Chengwu Xian,AI,0,0,0
785,109.58512,34.955936,0,0,0,0,0,0,0,0,蒲城县,Pucheng Xian,AI,0,0,0
786,113.07546,34.938118,0,0,0,0,0,0,0,0,温县,Wen Xian,AI,0,0,0
787,118.64453,34.924881,0,0,0,0,0,0,0,0,临沭县,Linshu Xian,AI,0,0,0
788,98.208473,34.921768,0,0,0,0,0,0,0,0,玛多县,Madoi Xian,AI,0,0,2
789,108.97147,34.913269,0,0,0,0,0,0,0,0,耀县,Yao Xian,AI,0,0,0
790,112.7828,34.903179,0,0,0,0,0,0,0,0,孟县,Meng Xian,AI,0,0,0
791,106.85296,34.891407,0,0,0,0,0,0,0,0,陇县,Long Xian,AI,0,0,0
792,110.44372,34.866585,0,0,0,0,0,0,0,0,永济县,Yongji Xian,AI,0,0,0
793,105.67271,34.86322,0,0,0,0,0,0,0,0,秦安县,Qin'an Xian,AI,0,0,0
794,118.04575,34.85371,0,0,0,0,0,0,0,0,苍山县,Cangshan Xian,AI,0,0,0
795,104.47214,34.850636,0,0,0,0,0,0,0,6,漳县,Zhang Xian,AI,0,0,0
796,111.21096,34.841091,0,0,0,0,0,0,0,0,平陆县,Pinglu Xian,AI,0,0,0
797,119.12331,34.840782,0,0,0,0,0,0,0,0,赣榆县,Ganyu Xian,AI,0,0,0
798,112.43572,34.828304,0,0,0,0,0,0,0,0,孟津县,Mengjin Xian,AI,0,0,0
799,115.53945,34.827587,0,0,0,0,0,0,0,0,曹县,Cao Xian,AI,0,0,0
800,114.81012,34.826515,0,0,0,0,0,0,0,0,兰考县,Lankao Xian,AI,8,0,0
801,108.57009,34.808723,0,0,0,0,0,0,0,0,淳化县,Chunhua Xian,AI,0,0,0
802,117.1163,34.804466,0,0,0,0,0,0,0,0,微山县,Weishan Xian,AI,0,0,0
803,116.07925,34.797901,0,0,0,0,0,0,0,0,单县,Shan Xian,AI,0,0,0
